Enquête châtaignier IDF 2022 - Pôle Nord-Ouest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thierry BELOUARD - Tue, 26 Jul 22 09:50:20 +0200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
code_placette;code_referentiel;longc;latc;xlam;ylam;x93;y93;code_ifn;qd;code_propriete;code_peuplement;code_ess_dom;nomforet;nature_placette;strategie;codeinsee;lib_codeinsee;releve_gps;observation;indrep;placette;campagne;dsf;lib_dsf;etat;date_obs;annee;actif;indautrep;codeco1;lib_codeco1;arbre;ESSENCEDSF___ARBRE;lib_ESSENCEDSF___ARBRE;MORBRA2___ARBRE;lib_MORBRA2___ARBRE;PERRAM2___ARBRE;lib_PERRAM2___ARBRE;DEPAB___ARBRE;lib_DEPAB___ARBRE;plac;G___PLAC;DMAXA___PLAC;REMARQUES___PLAC;RECOUV_SUP___PLAC;lib_RECOUV_SUP___PLAC;RECOUV_INF___PLAC;lib_RECOUV_INF___PLAC;EC5_UUID___PLAC;PEUP_RUIN___PLAC;lib_PEUP_RUIN___PLAC;PREC_LOC
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932646;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;11;180;Châtaignier;0;Absence ou trace;2;Modérée;C;C;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932647;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;12;180;Châtaignier;1;Faible;2;Modérée;C;C;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932648;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;13;180;Châtaignier;2;Modérée;1;Faible;C;C;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932649;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;14;180;Châtaignier;1;Faible;2;Modérée;C;C;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932650;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;15;180;Châtaignier;5;Totale;0;Absence ou trace;F;F;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932651;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;16;180;Châtaignier;0;Absence ou trace;4;Très forte;E;E;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932652;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;17;180;Châtaignier;1;Faible;3;Forte;D;D;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932653;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;18;180;Châtaignier;2;Modérée;3;Forte;D;D;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932654;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;19;180;Châtaignier;0;Absence ou trace;2;Modérée;C;C;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
195;LAM93;2,23268;48,5165;592326;2390870;643332;6824310;;;;;;;P;;91132;CHAMARANDE;;67871;932655;39921;1535;O;Pôle Nord-Ouest;V;27/06/2022;2022;actif;932635;78S01;BELOUARD Thierry;20;180;Châtaignier;0;Absence ou trace;2;Modérée;C;C;1;36;13;Pente, gros blocs de pierre, même placette qu'en 2020.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;;NON;NON;
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933067;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;1;;;3;Forte;3;Forte;E;E;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933155;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;2;;;0;Absence ou trace;3;Forte;D;D;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933171;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;3;;;1;Faible;2;Modérée;C;C;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933179;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;4;;;5;Totale;0;Absence ou trace;F;F;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933187;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;5;;;2;Modérée;3;Forte;D;D;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933195;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;6;;;0;Absence ou trace;2;Modérée;C;C;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933203;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;7;;;0;Absence ou trace;2;Modérée;C;C;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933211;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;8;;;1;Faible;2;Modérée;C;C;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933219;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;9;;;0;Absence ou trace;3;Forte;D;D;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933075;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;10;;;0;Absence ou trace;3;Forte;D;D;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933083;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;11;;;1;Faible;3;Forte;D;D;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933091;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;12;;;1;Faible;3;Forte;D;D;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933099;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;13;;;0;Absence ou trace;2;Modérée;C;C;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933107;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;14;;;1;Faible;3;Forte;D;D;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933115;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;15;;;0;Absence ou trace;3;Forte;D;D;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933123;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;16;;;0;Absence ou trace;3;Forte;D;D;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933131;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;17;;;1;Faible;2;Modérée;C;C;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933139;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;18;;;0;Absence ou trace;2;Modérée;C;C;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933147;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;19;;;0;Absence ou trace;2;Modérée;C;C;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,21436;49,0469;591065;2449880;642566;6883290;;;;;;;P;;;;;67904;933163;39953;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933059;78C03;LE MESLE Virginie;20;;;4;Très forte;4;Très forte;F;F;1;34;16;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;afe3734f-0804-4e21-8de4-a5628a05b7a4;NON;NON;5
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933068;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;1;;;0;Absence ou trace;2;Modérée;C;C;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933156;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;2;;;1;Faible;3;Forte;D;D;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933172;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;3;;;1;Faible;3;Forte;D;D;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933180;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;4;;;0;Absence ou trace;2;Modérée;C;C;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933188;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;5;;;2;Modérée;3;Forte;D;D;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933196;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;6;;;5;Totale;0;Absence ou trace;F;F;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933204;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;7;;;0;Absence ou trace;1;Faible;B;B;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933212;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;8;;;0;Absence ou trace;1;Faible;B;B;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933220;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;9;;;0;Absence ou trace;3;Forte;D;D;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933076;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;10;;;0;Absence ou trace;3;Forte;D;D;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933084;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;11;;;0;Absence ou trace;3;Forte;D;D;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
78C03 5- Recouvrement supérieur à 75% 40;WGS84_DEC;2,22466;49,0443;591818;2449590;643316;6882990;;;;;;;P;;;;;67905;933092;39954;1535;O;Pôle Nord-Ouest;V;28/06/2022;2022;actif;933060;78C03;LE MESLE Virginie;12;;;1;Faible;3;Forte;D;D;1;39;11;Taillis de châtaignier adulte avec diamètre moyen ayant atteint le diamètre objectif.;5;Recouvrement supérieur à 75%;5;Recouvrement supérieur à 75%;a36ac80b-0442-4149-bdbf-787e20d23a19;NON;NON;6
